name,current_status,jurisdiction_code,current_alternative_legal_name,incorporation_date,registered_address_street_address,registered_address_region
"SPA SAUNA POOL SERVICE, INC.",Forfeited   Not In Good Standing,us_md,,1984-03-12,8973 WOODYWARD ROAD\nCLINTON VILLAGE MART SHOPPING CTR\nCLINTON  MD 20735,
"SAUNA CIRCUS SERVICE, INC.",Forfeited   Not In Good Standing,us_md,,1988-02-26,1818 MARGARET AVENUE\nANNAPOLIS  MD 21401,
"INFRARED VALUE SAUNA, INC",Forfeited,us_md,,2003-09-23,"10 FOURTH AVENUE, S.W.",MD
"SPAS AND SAUNAS BY WATERFRONT, INC",Forfeited,us_md,,2006-03-01,"SUITE G, CHESAPEAKE SQUARE, 6720 RITCHIE HWY.",MD
COAST TO COAST SAUNAS INC,Forfeited,us_md,,2007-08-30,1508 CONSTANCE STREET,MD
"PMM SAUNAS, INC",Dissolved,us_md,,2010-01-05,25811 FREDERICK ROAD,MD
"SAUNA DOME, INC",Dissolved,us_md,,2012-04-26,"SUITE B1, 9160 RUMSEY ROAD",MD
"DOME SAUNA SPA, INC",Forfeited,us_md,,2013-06-24,"SUITE B1, 9160 RUMSEY ROAD",MD
YOUR SAUNA STUDIO CO,Incorporated,us_md,,2020-02-12,"9 DODGE ST, 2ND FLOOR",MD
INFRARED SAUNA STUDIO INC,Incorporated,us_md,,2023-05-10,11778 SUNSET RIDGE PLACE,MD
"MARYLAND SAUNA SOCIETY, INC",Incorporated,us_md,,2023-12-02,2303 VELVET RIDGE DRIVE,MD
VIKING SAUNA CORPORATION-MID EASTERN DIVISION,Forfeited,us_md,,1982-12-02,NO ADDRESS FOUND,
"SUNSPA SAUNAS, LLC",Forfeited,us_md,,2007-09-28,2656 UNIVERSITY BLVD W,MD
"SAA EVI BATHHOUSE PARTNERS, LLC",Active,us_md,,2017-02-27,1707 N CHARLES ST,MD
SANCTUARY SAUNA & SPA LLC,Active,us_md,,2019-07-08,"21 POWELL AVENUE, SUITE 200",MD
SAUNA PARADISE LLC,Dissolved,us_md,,2019-09-30,3700 DIXON STREET,MD
"THE WOMB SAUNA, LLC",Forfeited,us_md,,2020-07-01,6811 KENILWORTH AVE SUITE W17,MD
FREELY SAUNA LLC,Active,us_md,,2022-03-22,9142 LAMBSKIN LN.,MD
SAUNASTYLES L.L.C,Active,us_md,,2023-04-12,3119 LUNAR CT,MD
"MIND AND BODY SAUNA STUDIO, LLC",Active,us_md,,2023-11-08,"12151, PAWTUCKETT LN",MD
"THE RICHMOND CORNER'S SAUNA BATH, INC.",Administratively Dissolved,us_me,,1980-11-13,81 DINGLEY ROAD,ME
DAVE'S SAUNA LLC,Administratively Dissolved,us_me,,2010-07-30,"2 MONUMENT SQUARE, SUITE 704",ME
"LONG LIFE SAUNAS, LLC",Administratively Dissolved,us_me,,2014-04-28,35 MAPLE ST,ME
"THE SAUNA ROOM, LLC",Administratively Dissolved,us_me,,2019-03-26,55 SHAW RD.,ME
"MAINE SAUNA COMPANY, LLC",Administratively Dissolved,us_me,,2020-10-05,3 PONDEROSA DRIVE,ME
WALDO SAUNAS LLC,Administratively Dissolved,us_me,,2021-01-08,60 PINE ST.,ME
"DRIFTLESS SAUNA, LLC",Good Standing,us_me,,2021-05-04,57 EXCHANGE STREET,ME
NATIVE SAUNA,Good Standing,us_me,,2022-02-10,54 S RIDGE DR,ME
SISU SAUNAS LLC,Good Standing,us_me,,2021-12-14,773 NORTH POND ROAD,ME
MAINE SAUNAS LLC,Good Standing,us_me,,2022-02-08,1 KRAMPF CIR,ME
"SEA SMOKE SAUNA, LLC",Good Standing,us_me,,2022-10-21,"277 MAIN STREET, SUITE 2",ME
TOO HAUTE SAUNAS LLC,Good Standing,us_me,,2024-01-30,71 CLEARVIEW LANE,ME
FERN SONG SAUNA LLC,Good Standing,us_me,,2024-03-04,12 LOWELL RD,ME
SELKIE SAUNA LLC,Good Standing,us_me,,2023-03-29,20 OAK STREET,ME
"NUYOU SAUNA, LLC",Good Standing,us_me,,2023-07-25,75 PEARL STREET,ME
SAUNA AND BEYOND LLC,Good Standing,us_me,,2023-07-26,1311B ROOSEVELT TRL,ME
REST DAY SAUNA LLC,Good Standing,us_me,,2023-08-25,42 PLEASANT STREET,ME
HIS & HERS SAUNA INC.,Dissolved,us_mi,,1980-07-15,24726 BELTON LANE DEARBORN HEIGHTS MI 48127,
"SUNTA'S SAUNA, INC.",Dissolved,us_mi,,1963-11-05,2434 ROCHESTER RD. ROYAL OAK MI 48073,
"UNITED SAUNAS, INC.",Dissolved,us_mi,,1976-03-05,15737 LAMPHERE DETROIT MI 48223,
"CENTERLINE SAUNA, INC.",Dissolved,us_mi,,1966-04-25,24420 VANDYKE CENTER LINE MI 48015,
FINNISH SAUNA COMPANY,Dissolved,us_mi,,1963-12-06,3325 BURBANK ANN ARBOR MI 48105,
FINLANDIA SAUNA CORPORATION,Dissolved,us_mi,,1967-04-25,28350 GRAND RIVER AVE. FARMINGTON MI 48024,
"LAKELAND SAUNA, INC.",Dissolved,us_mi,,1994-09-02,10850 N. RIVERVIEW DR. PLAINWELL MI 49080,
"FELDKAMP SPA & SAUNA, INC.",Dissolved,us_mi,,1980-02-11,1478 W. GRAND RIVER AVE. OKEMOS MI 48864,
"SAUNAS & SPAS, INC.",Dissolved,us_mi,,1987-09-29,20430 ILENE DETROIT MI 48221,
"JAPANESE SAUNA INTERNATIONAL OF ROSEVILLE, INC.",Dissolved,us_mi,,1976-01-14,27422 GRATIOT ROSEVILLE MI 48066,
"HOT SPRINGS SAUNA & HAIR STUDIO, INC.",Dissolved,us_mi,,1999-04-16,386 N TELEGRAPH RD PONTIAC MI 48341,
"COUNTRYSIDE SPA & SAUNA, INC.",Dissolved,us_mi,,1994-12-13,5761 EAST QR AVENUE SCOTTS MI 49088,
WANNA SAUNA INC.,Dissolved,us_mi,,1979-05-04,2434 ROCHESTER ROAD ROYAL OAK MI 48073,
"BIRMINGHAM/BLOOMFIELD SPA & SAUNA, INC.",Dissolved,us_mi,,1985-11-08,933 SOUTH HUNTER BIRMINGHAM MI 48011,
"SUN SAUNA, INC.",Dissolved,us_mi,,1986-10-20,7125 ORCHARD LAKE RD. STE. 302 WEST BLOOMFIELD MI 48322,
"EXECUTIVE ACTION SAUNA, INC.",Dissolved,us_mi,,1984-06-22,20100 CIVIC CENTER DR. #300 SOUTHFIELD MI 48076,
"LIVONIA SAUNA, INCORPORATED",Dissolved,us_mi,,1992-12-17,28342 FIVE MILE ROAD LIVONIA MI 48154,
FAR EAST SAUNA CORPORATION,Dissolved,us_mi,,1988-04-25,21145 POWERS DEARBORN HEIGHTS MI 48125,
"REST STOP SAUNA, INC.",Dissolved,us_mi,,1990-10-22,28411 NORTHWESTERNRD. #740SOUTHFIELD MI 48034,
"SUN SAUNA INTERNATIONAL, INC.",Dissolved,us_mi,,1992-03-18,45285 GRAND RIVER NOVI MI 48375,
"SAUNA STUDIOS, INC.",Dissolved,us_mi,,1993-02-01,1268 SOUTHFIELD BIRMINGHAM MI 48009,
KAWKAWLIN TANNING AND SAUNA INC.,,us_mi,,2003-03-20,208 SHURON RD KAWKAWLIN MI 48631,
"YOKO ORIENTAL SAUNA & MASSAGE, INC.",,us_mi,,2005-06-06,3215 DAVISON RD FLINT MI 48506,
"DOIG SAUNAS, INC.",,us_mi,,2005-09-28,26900 W EIGHT MILE SOUTHFIELD MI 48034,
PORTABLE SPAS PLUS SAUNAS INC.,,us_mi,,2006-06-01,320 FEATHER CT WATERFORD MI 48327,
PURE HEALTH SAUNAS INC.,Dissolved,us_mi,,2007-09-28,3696 HILLTOP DR LAPEER MI 48446,
"SHAMMAMI REAL ESTATE, L.L.C.",In Existence But Not In Good Standing,us_mi,,1997-02-05,130 E ELEVEN MILE MADISON HTS MI 48091,
"SHAMMAMI FAMILY INVESTMENTS, LLC",In Existence But Not In Good Standing,us_mi,,2002-09-05,6994 GOLDEN COURT WEST BLOOMFIELD MI 48322,
"SUNRISE SAUNA DISTRIBUTORS, LLC",In Existence But Not In Good Standing,us_mi,,2003-03-06,P.O. Box 246 HARRISVILLE MI 48740,
"FINNISH SAUNA, L.L.C.",In Existence But Not In Good Standing,us_mi,,2005-06-13,P.O. Box 621 SOUTH RANGE MI 49963,
"NIPPA SAUNA STOVES, LLC",Dissolved,us_mi,,2005-12-08,5336 W RIVER SIDE LANE LUDINGTON MI 49431,
"LOVISA SAUNAS, LLC",In Existence But Not In Good Standing,us_mi,,2008-03-25,3073 PORTMAN KEEGO HARBOR MI 48320,
"SHAMMAMI ENTERPRISES, LLC",In Existence But Not In Good Standing,us_mi,,2009-09-14,1150 GRISWOLD STE 2400 DETROIT MI 48226,
"SAUNA WEAR, L.L.C.",In Existence But Not In Good Standing,us_mi,,2011-03-31,1284 17TH ST DETROIT MI 48216,
EXPERIENCE GROUP FITNESS AND SAUNA CLUB LLC,In Existence But Not In Good Standing,us_mi,,2013-07-25,4605 OAK POINTE DR BRIGHTON MI 48116,
"ZSAUNA INTERNATIONAL, LLC",In Existence But Not In Good Standing,us_mi,,2014-09-18,ONE TOWNE SQUARE STE 180 SOUTHFIELD MI 48076,
ZABANYA I LLC,In Existence But Not In Good Standing,us_mi,,2015-05-14,1237 BEACH DRIVE LAKE ORION MI 48360,
ZABANYA II LLC,In Existence But Not In Good Standing,us_mi,,2015-05-14,1237 BEACH DRIVE LAKE ORION MI 48360,
"ZSAUNA COSTA MESA, LLC",In Existence But Not In Good Standing,us_mi,,2015-10-27,ONE TOWNE SQUARE STE 180 SOUTHFIELD MI 48076,
"ZSAUNA WESTLAND, LLC",In Existence But Not In Good Standing,us_mi,,2016-01-15,ONE TOWNE SQUARE STE 180 SOUTHFIELD MI 48076,
THE SAND HILL SAUNAWORKS LLC,,us_mi,,2016-09-06,,
THE SAUNA GUYS LLC,In Existence But Not In Good Standing,us_mi,,2016-12-22,10603 EILOLA RD PELKIE MI 49958,
DEAD RIVER SAUNAS LLC,,us_mi,,2018-02-21,,
"SAUNADUDE, L.L.C.",In Existence But Not In Good Standing,us_mi,,2018-03-14,,
BETTER HEALTH SAUNA LLC,In Existence But Not In Good Standing,us_mi,,2018-06-13,,
KEWEENAW SAUNAS LLC,,us_mi,,2018-07-27,,
BACKWOODS SAUNA AND SPA LLC,In Existence But Not In Good Standing,us_mi,,2018-09-13,,
PERSAUNAFIED WELLNESS LLC,In Existence But Not In Good Standing,us_mi,,2018-10-23,,
HAMMAMI LLC,In Existence But Not In Good Standing,us_mi,,2019-04-01,,
"ISAUNA, LLC",,us_mi,,2019-04-04,,
SAUNA TIME LLC,In Existence But Not In Good Standing,us_mi,,2019-05-08,,
"THE SAUNA STUDIO, LLC",,us_mi,,2019-11-07,,
MAKI SAUNA WORKS LLC,,us_mi,,2019-11-27,,
"SERENITY SAUNA, LLC",In Existence But Not In Good Standing,us_mi,,2020-07-13,,
MI SAUNA LLC,,us_mi,,2020-09-14,,
BARREL SAUNAS DELIVERED LLC,In Existence But Not In Good Standing,us_mi,,2020-10-15,,
TRAVERSE CITY SAUNA RENTAL L.L.C.,,us_mi,,2020-10-28,,
SAUNA FARM LLC,In Existence But Not In Good Standing,us_mi,,2021-02-02,,
KEWEENAW SAUNAS RENTALS LIMITED LIABILITY COMPANY,,us_mi,,2021-03-16,,
"SAUNAS CURVACEOUS EXOTIC FASHIONS, LLC",,us_mi,,2021-04-09,,
KUUMA SAUNA LLC,,us_mi,,2021-04-26,,
"KOKKOS MOBILE SAUNA, LLC",,us_mi,,2021-06-30,,
ROYAL SAUNAS LLC,In Existence But Not In Good Standing,us_mi,,2021-07-06,,
SAUNA AMBER LLC,In Existence But Not In Good Standing,us_mi,,2021-07-06,,
SAUNA EXPERTS USA LLC,,us_mi,,2021-07-21,,
NORDIC SAUNAS LLC,,us_mi,,2021-08-16,,
DRIPPING WET SAUNA LLC,,us_mi,,2021-09-16,,
FOX AND FLAME SAUNA LLC,,us_mi,,2021-10-29,,
SAUNAISTIC HOLDINGS LLC,,us_mi,,2021-11-12,,
CHEBOYGAN SAUNA LLC,,us_mi,,2021-12-02,,
"COPPER COUNTRY SAUNA, LLC",,us_mi,,2022-04-28,,
"CEDAR PINE MOBILE SAUNA, LLC",,us_mi,,2022-06-03,,
SLEEPING BEAR SAUNAS LLC,,us_mi,,2022-06-24,,
HEARTFIRE SAUNAS L.L.C.,,us_mi,,2022-07-19,,
1SAUNA LLC,,us_mi,,2022-09-14,,
TONTTU SAUNAS LLC,,us_mi,,2022-10-18,,
PURE HEALTH SAUNAS INC,,us_mi,,2022-10-26,,
STEAM SEEKERS SAUNA LLC,,us_mi,,2022-11-29,,
LAKE SUPERIOR SAUNA COMPANY LLC,,us_mi,,2022-12-21,,
ESJAY SAUNAS LLC,,us_mi,,2023-01-06,,
"PATRIOT SAUNA, LLC",,us_mi,,2023-01-20,,
"SISU MOBILE SAUNA, LLC",,us_mi,,2023-02-02,,
NIGHTJAR SAUNA LLC,,us_mi,,2023-03-15,,
"SAUNA MARQUETTE, LLC",,us_mi,,2023-02-17,,
"THAT SAUNA SHOP, LLC",,us_mi,,2023-04-19,,
TIMBER SAUNA CO INC.,,us_mi,,2023-05-18,,
CRYOSAUNA LLC,,us_mi,,2023-05-24,,
"EMBER SAUNA, LLC",,us_mi,,2023-07-17,,
"LEWISTON SAUNA AND SLABS, LLC",,us_mi,,2023-07-24,,
SOUTH HAVEN SAUNAS LLC,,us_mi,,2023-09-22,,
HOWL AT THE MOON SAUNA LLC,,us_mi,,2023-10-09,,
"TC SAUNA RENTAL, LLC",,us_mi,,2023-11-02,,
"EMBER SAUNA ONE, LLC",,us_mi,,2023-11-27,,
"EMBER SAUNA TWO, LLC",,us_mi,,2023-11-27,,
LEELANAU SAUNAS LLC,,us_mi,,2024-01-11,,
LW SAUNA CLUB LLC,,us_mi,,2024-01-18,,
SAUNATY LLC,,us_mi,,2024-03-07,,
"SAUNA WORKS, INC.",,us_mi,,2024-03-08,,
"BLISSTIVITIES LUXURY SAUNA EXPERIENCE, LLC",,us_mi,,2024-03-11,,
SAUNA STEVE LLC,,us_mi,,2024-03-22,,
SAUNA FOX LLC,,us_mi,,2024-04-24,,
THE SAUNA SOCIETY LLC,,us_mi,,2024-04-25,,
Christensen Sauna Inc,Inactive,us_mn,,2016-05-19,5258 Summers Road,MN
Stoked Saunas LLC,Active,us_mn,,2022-10-21,1017 Carney Ave,MN
Sauna Papi Village LLC,Active,us_mn,,2023-06-14,3216 Edgewood Avenue South,MN
Cedar and Stone Nordic Sauna LLC,Active,us_mn,,2019-08-09,624 N 19th Ave E,MN
"RELAXED FITNESS SAUNAS, LLC",Inactive,us_mn,,2007-12-03,7514 Kimberly Ln,MN
"Sauna Inn, Inc.",Inactive,us_mn,,1972-03-29,Walnut & 2nd,MN
Sauna Marketplace LLC,Inactive,us_mn,,2019-04-14,451 Edmund Avenue West,MN
SAUNA-N-CHILL LLC,Active,us_mn,,2022-10-26,716 4th Street NE,MN
"The Finn Sauna Centre, Inc.",Inactive,us_mn,,1982-09-13,4333 Grimes Ave N,MN
612 Sauna Society,Active,us_mn,,2016-04-05,2644 36th Ave S,MN
Fireside Saunas LLC,Active,us_mn,,2023-04-12,17437 Minnesota Highway 22,MN
Timber Sauna Co Inc,Active,us_mn,,2022-12-13,1232 Laurel Ave,MN
The David Sauna Co.,Inactive,us_mn,,1972-02-25,313 Irvine Ave,MN
Sauna & Soul L.L.C.,Active,us_mn,,2023-01-07,4549 Cedar Lake Rd S,MN
"Sauna Suites, Inc.",Inactive,us_mn,,1974-01-17,10907 93rd Ave N,MN
Minnesota Cold Plunge & Sauna Club LLC,Active,us_mn,,2022-08-03,4440 Stinson Blvd NE,MN
"Custom Sauna and remodeling, Inc.",Inactive,us_mn,,1984-06-28,4827 2 1/2 Str NE,MN
"Viking Sauna of Minnesota, Inc.",Inactive,us_mn,,1968-11-27,5052 Norman Dr,MN
Woods and Water Sauna Company LLC,Active,us_mn,,2024-01-18,2810 W SKYLINE PKWY,MN
Nomad Custom Sauna LLC,Active,us_mn,,2023-08-01,"412 HARDING ST NE STE 2, Suite 2",MN
NORTHERN SAUNA AND STOVE CO,Inactive,us_mn,,2021-12-15,207 S BROADWAY,MN
Revival Sauna Experience LLC,Active,us_mn,,2023-12-08,"STE 300, 7900 INTERNATIONAL DR",MN
"Ski Hill Cabins and Saunas, LLC",Active,us_mn,,2021-11-15,340 Ski Hill Road,MN
Firefly Sauna LLC,Active,us_mn,,2021-12-09,18202 MINNETONKA BLVD,MN
"Sauna Systems II, Inc.",Inactive,us_mn,,1973-11-08,205 E Viking Dr #135,MN
"Jane's Sauna, Inc.",Inactive,us_mn,,1970-06-10,4095 S Cedar,MN
"Sauna Kings, LLC",Active,us_mn,,2021-10-18,1887 E. US Hwy 2,MN
Toivo Sauna Inc.,Inactive,us_mn,,1965-05-28,"Red Wing, MN, USA",
American Sauna Corporation,Inactive,us_mn,,1963-10-29,,
Minne Sauna LLC,Active,us_mn,,2020-11-02,12111 Morgan Ave S,MN
SAUNA CAMPS LLC,Active,us_mn,,2023-10-27,4420 DREW AVE S,MN
"DULUTH SAUNA, INC.",Inactive,us_mn,,1985-12-27,18 N 1st Ave E,MN
North Shore Sauna LLC,Active,us_mn,,2021-08-31,"202 N cedar ave, STE #1",MN
Saunable LLC,Active,us_mn,,2023-02-13,20911 Joan Ave,MN
Stoke Sauna Company LLC,Active,us_mn,,2022-07-12,5604 CR 30 SE,MN
Cedar and Stone Nordic Sauna LLP,Inactive,us_mn,,2019-07-25,,
Roam Sauna Co LLC,Inactive,us_mn,,2021-02-01,4925 35th Ave S,MN
"Peterson Sauna Sales, Inc.",Inactive,us_mn,,1974-03-13,2127 E 4th Str,MN
"Northern Sauna, LLC",Inactive,us_mn,,2002-10-08,1313 5th Str SE,MN
"21st Century Saunas, LLC",Inactive,us_mn,,2012-07-20,11401 Winnetka Ave. N.,MN
"Sauna Systems, Inc.",Inactive,us_mn,,1970-07-17,606 Rice Str,MN
"Finnleo Saunas, Inc.",Inactive,us_mn,,1991-10-25,575 E Cokato Str,MN
Sauna Life L.L.C.,Active,us_mn,,2022-09-02,1108 7th Ave SE,MN
Maggie's Sauna Inc.,Inactive,us_mn,,1969-03-31,132 S 10th Str,MN
"Kay's Sauna, Inc.",Inactive,us_mn,,1969-06-17,15012 Minnetonka Industrial Rd,MN
Atlantis Pools Spas Saunas LLC,Active,us_mn,,2024-02-08,1410 NW 4TH ST,MN
Custom Mobile Saunas LLC,Inactive,us_mn,,2018-11-29,1127 Harrison Street,MN
"Soft Touch Saunas, Inc.",Inactive,us_mn,,1976-04-21,3754 Cedar Ave S,MN
"Palace Sauna Enterprises, Inc.",Inactive,us_mn,,1971-03-31,372 St Peter Str,MN
Sauna Revival LLC,Active,us_mn,,2022-12-09,"6800 France Ave S, Suite 120",MN
Haut Haus Sauna Co. LLC,Active,us_mn,,2023-06-29,312 Boulder Point Road,MN
Stoke Saunas L. L. C.,Inactive,us_mn,,2019-04-25,8901 Wally St,MN
Nord Sauna LLC,Active,us_mn,,2022-04-14,350 Crestview Ave,MN
"Sauna City, Inc.",Inactive,us_mn,,1970-09-18,812 W 77 1/2 Str,MN
St. Paul Association of Sauna Owners,Inactive,us_mn,,1973-06-26,520 Endicott Bldg,MN
Sacred Sauna LLC,Active,us_mn,,2023-02-24,25281 County 109,MN
Saint Paul Sauna LLC,Active,us_mn,,2023-05-04,1362 Midway Pkwy,MN
Silver Creek Sauna Co. LLC,Active,us_mn,,2023-03-12,2680 Highway 3,MN
"SaunaWell, LLC",Active,us_mn,,2023-01-10,67064 300th Street,MN
"Salubrious Saunas, Inc.",Inactive,us_mn,,2007-04-03,18435 Hwy 55,MN
SAUNA360 Inc.,Active,us_mn,,1984-09-14,1010 Dale St N,MN
Sauna I Corporation,Inactive,us_mn,,1970-02-04,3050 Metro Dr #211,MN
Sauna Society Builders LLC,Active,us_mn,,2017-07-13,"201 W. Minnehaha Parkway, Apt 1",MN
507 Sauna LLC,Active,us_mn,,2023-06-14,31832 State Hwy. 19,MN
MNsauna.com LLC,Active,us_mn,,2023-07-26,28698 MN-107,MN
"Country Bathhouse, LLC",Active,us_mn,,2017-12-29,18202 Minnetonka Boulevard,MN
Sauna Supply LLC,Active,us_mn,,2023-02-17,14308 70th St SW,MN
ASAUNAN ENTERPRISES LLC,Inactive,us_mn,,2007-03-22,2701 W 108th Str,MN
Cryo Sauna Minneapolis LLC,Inactive,us_mn,,2011-11-14,825 Nicollet Mall #621,MN
Get InSaunas LLC,Active,us_mn,,2023-06-09,11783 N Meadow Curve,MN
Itsil Saunatoon Services LLC LLC,Active,us_mn,,2022-07-20,4400 west Arm Rd  Apt 309,MN
Sauna On The Rocks LLC,Active,us_mn,,2023-04-06,4242 France Ave S,MN
"Finnish Sauna Builders, Inc.",Inactive,us_mn,,1963-02-25,5738 Zane Ave N,MN
New Moon Sauna LLC,Active,us_mn,,2023-12-12,30012 290TH ST,MN
"Viking Kings & Queens Sauna, Inc.",Inactive,us_mn,,1971-06-01,7714 Morgan Ave S,MN
AM-Finn Sauna Company Inc.,Inactive,us_mn,,2018-01-09,"202 N Cedar Ave, Suite #1",MN
The Well Sauna Co. LLC,Active,us_mn,,2022-02-20,324 Halsey Street,MN
Wauna Sauna LLC,Inactive,us_mn,,2020-01-10,3155 Lakeshore Avenue,MN
North Point Saunas LLC,Active,us_mn,,2021-02-02,18202 Minnetonka Boulevard,MN
"Cosompolitan Sauna, Inc.",Inactive,us_mn,,1974-11-27,965 Arcade Str,MN
Solar Sauna LLC,Active,us_mn,,2023-03-02,202 N. Cedar Ave STE 1,MN
"Cedar Sauna of Hibbing, Inc.",Inactive,us_mn,,1979-11-14,2326 E 2nd Ave,MN
Birch Sauna L.L.C.,Active,us_mn,,2022-09-08,26305 Edna Lake Rd.,MN
Ox Sweat Sauna LLC,Active,us_mn,,2023-07-09,5995 OREN AVE N STE 209-1001,MN
Hot House Saunas LLC,Active,us_mn,,2022-08-27,16283 261st Ave NW,MN
Sauna Papi Experience LLC,Active,us_mn,,2023-08-11,5140 DANENS DR,MN
Cedar Creek Saunas LLC,Active,us_mn,,2023-01-10,2 Keanu Ln,MN
"St. Croix Sauna, LLC",Inactive,us_mn,,2021-08-06,15889 36th St S,MN
Excelsior Sauna LLC,Active,us_mn,,2023-05-21,18202 Minnetonka Boulevard,MN
Sauna International Inc.,Inactive,us_mn,,1965-11-02,430 Groveland Ave,MN
"Sauna Glo, Inc.",Inactive,us_mn,,1965-11-10,"New York Mills, MN, USA",
WILDFIRE SAUNA LLC,Active,us_mn,,2022-03-29,524 E LAKE COWDRY RD NW,MN
Sisu Sauna and Shed LLC,Active,us_mn,,2023-03-05,2960 Virginia Ave S,MN
"Cuyuna Sauna, LLC",Active,us_mn,,2022-09-19,21207 Section Lake Road,MN
Steamroller Sauna LLC,Active,us_mn,,2023-04-02,13549 Fiona Cir N,MN
Revival Sauna Company LLC,Inactive,us_mn,,2022-08-08,4766 Kent Way,MN
"Mistress Sauna, Inc.",Inactive,us_mn,,1977-04-19,1612 Randolph Ave,MN
Cedar Story Sauna LLC,Active,us_mn,,2023-08-06,5348 MORGAN AVE N,MN
Nisswa Sauna Rental LLC,Active,us_mn,,2022-05-11,"202 N Cedar Ave, Ste #1",MN
"Imperial Saunas, Inc.",Inactive,us_mn,,1969-07-17,954 Midland Bk Bldg,MN
Nomad Sauna LLC,Active,us_mn,,2020-08-25,4354 Browndale Ave,MN
Deep Wave Sauna Company LLP,Inactive,us_mn,,2022-06-09,,
CJ Saunas L.L.C.,Active,us_mn,,2023-12-09,4936 KNOX AVE S,MN
Hot Horse Sauna LLC,Inactive,us_mn,,2021-12-27,3213 E Bde Maka Ska Pkwy,MN
"U Wanna Sauna, Inc.",Inactive,us_mn,,1981-05-19,726 Lower Johnson Circ,MN
"Spartan Sauna Heaters, Inc.",Active,us_mn,,1965-09-16,7484 Malta Rd  Sparta Location,MN
Four Elements Nordic Sauna LLC,Active,us_mn,,2023-02-19,32875 Northland Court,MN
Sauna Research Institute,Active,us_mn,,2020-05-04,5621 Dupont Ave. S.,MN
City Sauna Society,Inactive,us_mn,,2016-03-17,203 W Minnehaha Pkwy,MN
"Airmist Sauna & Steam, Inc.",Inactive,us_mn,,1993-03-26,52 Hamel Rd,MN
"MIDWEST SAUNA & STEAM PRODUCTS, INC.",Inactive,us_mn,,1999-03-26,1055 E Wayzata Blvd #300,MN
Nomad Sauna Builds LLC,Active,us_mn,,2023-01-27,4354 Browndale Avenue,MN
St. Croix Sauna Company,Inactive,us_mn,,2021-05-20,15889 36th St. S.,MN
Spectra Marketing and Sauna LLC,Inactive,us_mn,,2016-12-31,"3080 Lexington Avenue, Suite 108",MN
Backyard Sauna Company,Inactive,us_mn,,2005-03-08,598 Hiawatha Circ NE,MN
Sauna Papi LLC,Active,us_mn,,2023-01-14,4420 Drew Avenue South,MN
The Banya House L.L.C.,Active,us_mn,,2022-02-08,13801 Susan Lane,MN
Midnight Sauna Inc.,Inactive,us_mn,,1968-07-23,2734 Nicollet Ave,MN
Sauna du Nord LLC,Inactive,us_mn,,2022-05-31,2723 JEFFERSON ST,MN
"BW Sauna Co., LLC",Inactive,us_mn,,2021-04-12,5137 Jean Duluth Road,MN
"Pam's Sauna, Inc.",Inactive,us_mn,,1970-04-06,540 Prior Ave N,MN
"Sea Level Saunas, LLC",Inactive,us_mn,,2009-03-06,5938 Lavaque Rd,MN
LUTSAUNA LLC,Inactive,us_mn,,2021-11-08,6301 Vincent Ave S,MN
Stokked Sauna LLC,Active,us_mn,,2023-03-27,700 BUFFALO HILLS ST,MN
Forge Saunas L.L.C.,Active,us_mn,,2023-12-14,28445 SAINT CROIX TRL,MN
Sota sauna co LLC,Active,us_mn,,2022-12-14,750 lake st. N,MN
"ST. LOUIS SAUNA SPA, INC.",Forfeited,us_mo,,1959-06-10,1550 SOUTH KINGSHIGHWAY,MO
"AM-FINN SAUNA OF ST. LOUIS, INC.",Term/Cancel,us_mo,,1968-05-03,19 JENNYCLIFFE LANE,MO
"GEISHA SAUNA CLUB, INC.",Forfeited,us_mo,,1971-06-23,"ROUTE 2, BOX 143",MO
SAUNA360 INC.,Admin Diss/Cancel   Repor,us_mo,,2023-05-22,,
"SAUNA SHAWL INDUSTRIES, LTD.",Admin Diss/Cancel   Repor,us_mo,,1976-05-05,"2601 KENDALLWOOD PKWY, STE 103",MO
"SOLAR ENERGY SAUNA, INC.",Forfeited,us_mo,,1979-05-07,5626 SOUTH MAGNOLIA,MO
"WHIRLPOOL & SAUNA SALES CO., INC.",Forfeited,us_mo,,1979-12-26,1117 SOUTH BROADWAY,MO
"FANTASY SPAS & SAUNAS, INC.",Forfeited,us_mo,,1981-06-04,LANGSFORD ROAD-ROUTE 3,MO
"SAUNA TONE INTERNATIONAL, INC.",Forfeited,us_mo,,1985-10-31,1221 BALTIMORE,MO
"SAUNA/MASSAGE INTERNATIONAL, INC.",Forfeited,us_mo,,1986-10-06,10813 EAST 350 HIGHWAY,MO
"SUNLIGHT SAUNAS, INC.",Inactive   Merged,us_mo,,2003-12-18,,
"FUJI SAUNA, INC.",Admin Diss/Cancel   Repor,us_mo,,1995-04-20,309 S. PROVIDENCE,MO
"BATHHOUSE SOAP, INC",Admin Diss/Cancel   Repor,us_mo,,2017-04-01,600 West Main,MO
"MIDSTATES VIKING SAUNA, INC.",Forfeited,us_mo,,1975-05-05,314 NORTH BRAODWAY,MO
CJ Simon 1 LLC dba Bathhouse Soapery,Active,us_mo,,2015-05-28,"117 S LEXINGTON ST, STE 100",MO
Sol Sweat Sauna LLC,Active,us_mo,,2015-08-18,13724 Mason Green Court,MO
